Date,Close,High,Low,Open,Volume,Dividends,Stock Splits,Pct_Change
2024-11-29 00:00:00-05:00,,,,,0,0.12,0.0,
2024-12-02 00:00:00-05:00,36.34000015258789,36.54999923706055,35.79999923706055,36.5099983215332,12161300,0.0,0.0,
2024-12-03 00:00:00-05:00,36.0,36.5,35.790000915527344,36.27000045776367,9960400,0.0,0.0,-0.9356085612555409
2024-12-04 00:00:00-05:00,35.29999923706055,35.95000076293945,34.88999938964844,35.95000076293945,17536100,0.0,0.0,-1.9444465637207031
2024-12-05 00:00:00-05:00,34.619998931884766,35.369998931884766,34.58000183105469,35.369998931884766,12745800,0.0,0.0,-1.9263465152199455
2024-12-06 00:00:00-05:00,34.45000076293945,34.900001525878906,34.439998626708984,34.63999938964844,10495000,0.0,0.0,-0.49104036450083877
2024-12-09 00:00:00-05:00,33.970001220703125,34.630001068115234,33.90999984741211,34.22999954223633,10630100,0.0,0.0,-1.3933222978407045
2024-12-10 00:00:00-05:00,34.16999816894531,34.459999084472656,33.709999084472656,33.88999938964844,11245000,0.0,0.0,0.5887457787911332
2024-12-11 00:00:00-05:00,33.61000061035156,34.22999954223633,33.58000183105469,34.060001373291016,12464900,0.0,0.0,-1.6388574439629044
2024-12-12 00:00:00-05:00,33.68000030517578,33.93000030517578,33.52000045776367,33.66999816894531,9636000,0.0,0.0,0.20827043603997009
2024-12-13 00:00:00-05:00,33.2400016784668,33.7400016784668,33.22999954223633,33.59000015258789,10139300,0.0,0.0,-1.3064092123578952
2024-12-16 00:00:00-05:00,32.939998626708984,33.33000183105469,32.86000061035156,33.25,12673000,0.0,0.0,-0.9025362112185409
2024-12-17 00:00:00-05:00,32.93000030517578,33.150001525878906,32.689998626708984,32.779998779296875,12487700,0.0,0.0,-0.030353132817362294
2024-12-18 00:00:00-05:00,32.08000183105469,33.060001373291016,32.040000915527344,32.810001373291016,15794300,0.0,0.0,-2.5812282606857306
2024-12-19 00:00:00-05:00,31.579999923706055,32.459999084472656,31.559999465942383,32.119998931884766,11035000,0.0,0.0,-1.5586093479103558
2024-12-20 00:00:00-05:00,31.850000381469727,32.20000076293945,31.43000030517578,31.459999084472656,20229200,0.0,0.0,0.8549729525521466
2024-12-23 00:00:00-05:00,32.220001220703125,32.279998779296875,31.649999618530273,31.690000534057617,11998500,0.0,0.0,1.161698068451722
2024-12-24 00:00:00-05:00,32.56999969482422,32.61000061035156,32.16999816894531,32.2400016784668,4777600,0.0,0.0,1.086277035570693
2024-12-26 00:00:00-05:00,32.52000045776367,32.56999969482422,32.33000183105469,32.439998626708984,6745200,0.0,0.0,-0.15351316404369486
2024-12-27 00:00:00-05:00,32.459999084472656,32.68000030517578,32.130001068115234,32.20000076293945,10431500,0.0,0.0,-0.18450606533337854
2024-12-30 00:00:00-05:00,32.150001525878906,32.34000015258789,31.915000915527344,32.290000915527344,6587437,0.0,0.0,-0.9550140706628629
